# r  u  V_H  V_eff
3.480000000010e-01 8.471874178705e-01 1.445651690761e+00 1.445651690761e+00
3.490000000010e-01 8.480565652356e-01 1.444664758757e+00 1.444664758757e+00
3.500000000010e-01 8.489200003533e-01 1.443677578521e+00 1.443677578521e+00
3.510000000010e-01 8.497777435300e-01 1.442690157024e+00 1.442690157024e+00
3.520000000010e-01 8.506298150041e-01 1.441702501194e+00 1.441702501194e+00
3.530000000010e-01 8.514762349465e-01 1.440714617919e+00 1.440714617919e+00
3.540000000010e-01 8.523170234608e-01 1.439726514048e+00 1.439726514048e+00
3.550000000010e-01 8.531522005833e-01 1.438738196388e+00 1.438738196388e+00
3.560000000010e-01 8.539817862834e-01 1.437749671709e+00 1.437749671709e+00
3.570000000010e-01 8.548058004638e-01 1.436760946739e+00 1.436760946739e+00
3.580000000010e-01 8.556242629607e-01 1.435772028168e+00 1.435772028168e+00
3.590000000010e-01 8.564371935440e-01 1.434782922648e+00 1.434782922648e+00
3.600000000010e-01 8.572446119175e-01 1.433793636789e+00 1.433793636789e+00
3.610000000010e-01 8.580465377193e-01 1.432804177166e+00 1.432804177166e+00
3.620000000010e-01 8.588429905217e-01 1.431814550312e+00 1.431814550312e+00
3.630000000010e-01 8.596339898319e-01 1.430824762723e+00 1.430824762723e+00
3.640000000010e-01 8.604195550917e-01 1.429834820859e+00 1.429834820859e+00
3.650000000010e-01 8.611997056780e-01 1.428844731139e+00 1.428844731139e+00
3.660000000010e-01 8.619744609030e-01 1.427854499945e+00 1.427854499945e+00
3.670000000010e-01 8.627438400142e-01 1.426864133623e+00 1.426864133623e+00
3.680000000010e-01 8.635078621951e-01 1.425873638479e+00 1.425873638479e+00
3.690000000010e-01 8.642665465649e-01 1.424883020785e+00 1.424883020785e+00
3.700000000010e-01 8.650199121790e-01 1.423892286774e+00 1.423892286774e+00
3.710000000010e-01 8.657679780291e-01 1.422901442642e+00 1.422901442642e+00
3.720000000010e-01 8.665107630434e-01 1.421910494549e+00 1.421910494549e+00
3.730000000010e-01 8.672482860871e-01 1.420919448618e+00 1.420919448618e+00
3.740000000010e-01 8.679805659622e-01 1.419928310938e+00 1.419928310938e+00
3.750000000010e-01 8.687076214078e-01 1.418937087559e+00 1.418937087559e+00
3.760000000010e-01 8.694294711005e-01 1.417945784495e+00 1.417945784495e+00
3.770000000010e-01 8.701461336547e-01 1.416954407728e+00 1.416954407728e+00
3.780000000010e-01 8.708576276223e-01 1.415962963201e+00 1.415962963201e+00
3.790000000010e-01 8.715639714934e-01 1.414971456822e+00 1.414971456822e+00
3.800000000010e-01 8.722651836963e-01 1.413979894466e+00 1.413979894466e+00
3.810000000010e-01 8.729612825977e-01 1.412988281971e+00 1.412988281971e+00
3.820000000010e-01 8.736522865031e-01 1.411996625139e+00 1.411996625139e+00
3.830000000010e-01 8.743382136567e-01 1.411004929742e+00 1.411004929742e+00
3.840000000010e-01 8.750190822419e-01 1.410013201513e+00 1.410013201513e+00
3.850000000010e-01 8.756949103812e-01 1.409021446152e+00 1.409021446152e+00
3.860000000010e-01 8.763657161367e-01 1.408029669326e+00 1.408029669326e+00
3.870000000010e-01 8.770315175101e-01 1.407037876667e+00 1.407037876667e+00
3.880000000010e-01 8.776923324431e-01 1.406046073774e+00 1.406046073774e+00
3.890000000010e-01 8.783481788172e-01 1.405054266211e+00 1.405054266211e+00
3.900000000010e-01 8.789990744546e-01 1.404062459510e+00 1.404062459510e+00
3.910000000010e-01 8.796450371176e-01 1.403070659169e+00 1.403070659169e+00
3.920000000010e-01 8.802860845094e-01 1.402078870653e+00 1.402078870653e+00
3.930000000010e-01 8.809222342739e-01 1.401087099395e+00 1.401087099395e+00
3.940000000010e-01 8.815535039964e-01 1.400095350793e+00 1.400095350793e+00
3.950000000010e-01 8.821799112032e-01 1.399103630215e+00 1.399103630215e+00
3.960000000010e-01 8.828014733620e-01 1.398111942995e+00 1.398111942995e+00
3.970000000010e-01 8.834182078825e-01 1.397120294436e+00 1.397120294436e+00
3.980000000010e-01 8.840301321161e-01 1.396128689806e+00 1.396128689806e+00
3.990000000010e-01 8.846372633561e-01 1.395137134345e+00 1.395137134345e+00
4.000000000010e-01 8.852396188383e-01 1.394145633258e+00 1.394145633258e+00
4.010000000010e-01 8.858372157410e-01 1.393154191720e+00 1.393154191720e+00
4.020000000010e-01 8.864300711849e-01 1.392162814875e+00 1.392162814875e+00
4.030000000010e-01 8.870182022336e-01 1.391171507834e+00 1.391171507834e+00
4.040000000010e-01 8.876016258940e-01 1.390180275678e+00 1.390180275678e+00
4.050000000010e-01 8.881803591158e-01 1.389189123457e+00 1.389189123457e+00
4.060000000010e-01 8.887544187925e-01 1.388198056189e+00 1.388198056189e+00
4.070000000010e-01 8.893238217610e-01 1.387207078864e+00 1.387207078864e+00
4.080000000010e-01 8.898885848021e-01 1.386216196438e+00 1.386216196438e+00
4.090000000010e-01 8.904487246405e-01 1.385225413840e+00 1.385225413840e+00
4.100000000010e-01 8.910042579451e-01 1.384234735966e+00 1.384234735966e+00
4.110000000010e-01 8.915552013292e-01 1.383244167684e+00 1.383244167684e+00
4.120000000010e-01 8.921015713506e-01 1.382253713830e+00 1.382253713830e+00
4.130000000010e-01 8.926433845120e-01 1.381263379213e+00 1.381263379213e+00
4.140000000010e-01 8.931806572607e-01 1.380273168610e+00 1.380273168610e+00
4.150000000010e-01 8.937134059896e-01 1.379283086769e+00 1.379283086769e+00
4.160000000010e-01 8.942416470363e-01 1.378293138410e+00 1.378293138410e+00
4.170000000010e-01 8.947653966844e-01 1.377303328222e+00 1.377303328222e+00
4.180000000010e-01 8.952846711629e-01 1.376313660868e+00 1.376313660868e+00
4.190000000010e-01 8.957994866466e-01 1.375324140977e+00 1.375324140977e+00
4.200000000010e-01 8.963098592567e-01 1.374334773155e+00 1.374334773155e+00
4.210000000010e-01 8.968158050601e-01 1.373345561976e+00 1.373345561976e+00
4.220000000010e-01 8.973173400705e-01 1.372356511987e+00 1.372356511987e+00
4.230000000010e-01 8.978144802479e-01 1.371367627705e+00 1.371367627705e+00
4.240000000010e-01 8.983072414993e-01 1.370378913620e+00 1.370378913620e+00
4.250000000010e-01 8.987956396785e-01 1.369390374195e+00 1.369390374195e+00
4.260000000010e-01 8.992796905864e-01 1.368402013863e+00 1.368402013863e+00
4.270000000010e-01 8.997594099713e-01 1.367413837032e+00 1.367413837032e+00
4.280000000010e-01 9.002348135288e-01 1.366425848080e+00 1.366425848080e+00
4.290000000010e-01 9.007059169024e-01 1.365438051358e+00 1.365438051358e+00
4.300000000010e-01 9.011727356831e-01 1.364450451191e+00 1.364450451191e+00
4.310000000010e-01 9.016352854102e-01 1.363463051875e+00 1.363463051875e+00
4.320000000010e-01 9.020935815711e-01 1.362475857682e+00 1.362475857682e+00
4.330000000010e-01 9.025476396014e-01 1.361488872853e+00 1.361488872853e+00
4.340000000010e-01 9.029974748855e-01 1.360502101605e+00 1.360502101605e+00
4.350000000010e-01 9.034431027562e-01 1.359515548128e+00 1.359515548128e+00
4.360000000010e-01 9.038845384955e-01 1.358529216586e+00 1.358529216586e+00
4.370000000010e-01 9.043217973341e-01 1.357543111116e+00 1.357543111116e+00
4.380000000010e-01 9.047548944521e-01 1.356557235827e+00 1.356557235827e+00
4.390000000010e-01 9.051838449792e-01 1.355571594806e+00 1.355571594806e+00
4.400000000010e-01 9.056086639942e-01 1.354586192110e+00 1.354586192110e+00
4.410000000010e-01 9.060293665261e-01 1.353601031774e+00 1.353601031774e+00
4.420000000010e-01 9.064459675534e-01 1.352616117803e+00 1.352616117803e+00
4.430000000010e-01 9.068584820050e-01 1.351631454181e+00 1.351631454181e+00
4.440000000010e-01 9.072669247599e-01 1.350647044864e+00 1.350647044864e+00
4.450000000010e-01 9.076713106475e-01 1.349662893781e+00 1.349662893781e+00
4.460000000010e-01 9.080716544477e-01 1.348679004841e+00 1.348679004841e+00
4.470000000010e-01 9.084679708914e-01 1.347695381923e+00 1.347695381923e+00
4.480000000010e-01 9.088602746602e-01 1.346712028884e+00 1.346712028884e+00
4.490000000010e-01 9.092485803868e-01 1.345728949555e+00 1.345728949555e+00
4.500000000010e-01 9.096329026551e-01 1.344746147743e+00 1.344746147743e+00
4.510000000010e-01 9.100132560007e-01 1.343763627230e+00 1.343763627230e+00
4.520000000010e-01 9.103896549105e-01 1.342781391773e+00 1.342781391773e+00
4.530000000010e-01 9.107621138230e-01 1.341799445106e+00 1.341799445106e+00
4.540000000010e-01 9.111306471291e-01 1.340817790940e+00 1.340817790940e+00
4.550000000010e-01 9.114952691712e-01 1.339836432958e+00 1.339836432958e+00
4.560000000010e-01 9.118559942443e-01 1.338855374822e+00 1.338855374822e+00
4.570000000010e-01 9.122128365956e-01 1.337874620171e+00 1.337874620171e+00
4.580000000010e-01 9.125658104251e-01 1.336894172618e+00 1.336894172618e+00
4.590000000010e-01 9.129149298851e-01 1.335914035753e+00 1.335914035753e+00
4.600000000010e-01 9.132602090812e-01 1.334934213145e+00 1.334934213145e+00
4.610000000010e-01 9.136016620717e-01 1.333954708336e+00 1.333954708336e+00
4.620000000010e-01 9.139393028682e-01 1.332975524847e+00 1.332975524847e+00
4.630000000010e-01 9.142731454357e-01 1.331996666176e+00 1.331996666176e+00
4.640000000010e-01 9.146032036927e-01 1.331018135798e+00 1.331018135798e+00
4.650000000010e-01 9.149294915113e-01 1.330039937164e+00 1.330039937164e+00
4.660000000010e-01 9.152520227173e-01 1.329062073704e+00 1.329062073704e+00
4.670000000010e-01 9.155708110908e-01 1.328084548823e+00 1.328084548823e+00
4.680000000010e-01 9.158858703658e-01 1.327107365907e+00 1.327107365907e+00
4.690000000010e-01 9.161972142306e-01 1.326130528317e+00 1.326130528317e+00
4.700000000010e-01 9.165048563279e-01 1.325154039392e+00 1.325154039392e+00
4.710000000010e-01 9.168088102552e-01 1.324177902451e+00 1.324177902451e+00
4.720000000010e-01 9.171090895644e-01 1.323202120787e+00 1.323202120787e+00
4.730000000010e-01 9.174057077627e-01 1.322226697675e+00 1.322226697675e+00
4.740000000010e-01 9.176986783121e-01 1.321251636366e+00 1.321251636366e+00
4.750000000010e-01 9.179880146299e-01 1.320276940091e+00 1.320276940091e+00
4.760000000010e-01 9.182737300886e-01 1.319302612058e+00 1.319302612058e+00
4.770000000010e-01 9.185558380165e-01 1.318328655453e+00 1.318328655453e+00
4.780000000010e-01 9.188343516973e-01 1.317355073442e+00 1.317355073442e+00
4.790000000010e-01 9.191092843705e-01 1.316381869171e+00 1.316381869171e+00
4.800000000010e-01 9.193806492318e-01 1.315409045762e+00 1.315409045762e+00
4.810000000010e-01 9.196484594328e-01 1.314436606316e+00 1.314436606316e+00
4.820000000010e-01 9.199127280815e-01 1.313464553917e+00 1.313464553917e+00
4.830000000010e-01 9.201734682422e-01 1.312492891624e+00 1.312492891624e+00
4.840000000010e-01 9.204306929356e-01 1.311521622477e+00 1.311521622477e+00
4.850000000010e-01 9.206844151395e-01 1.310550749496e+00 1.310550749496e+00
4.860000000010e-01 9.209346477882e-01 1.309580275679e+00 1.309580275679e+00
4.870000000010e-01 9.211814037732e-01 1.308610204004e+00 1.308610204004e+00
4.880000000010e-01 9.214246959430e-01 1.307640537430e+00 1.307640537430e+00
4.890000000010e-01 9.216645371033e-01 1.306671278895e+00 1.306671278895e+00
4.900000000010e-01 9.219009400176e-01 1.305702431317e+00 1.305702431317e+00
4.910000000010e-01 9.221339174065e-01 1.304733997593e+00 1.304733997593e+00
4.920000000010e-01 9.223634819487e-01 1.303765980602e+00 1.303765980602e+00
4.930000000010e-01 9.225896462806e-01 1.302798383202e+00 1.302798383202e+00
4.940000000010e-01 9.228124229965e-01 1.301831208232e+00 1.301831208232e+00
4.950000000010e-01 9.230318246489e-01 1.300864458511e+00 1.300864458511e+00
4.960000000010e-01 9.232478637488e-01 1.299898136838e+00 1.299898136838e+00
4.970000000010e-01 9.234605527654e-01 1.298932245994e+00 1.298932245994e+00
4.980000000010e-01 9.236699041264e-01 1.297966788740e+00 1.297966788740e+00
4.990000000010e-01 9.238759302184e-01 1.297001767817e+00 1.297001767817e+00
5.000000000010e-01 9.240786433868e-01 1.296037185950e+00 1.296037185950e+00
5.010000000010e-01 9.242780559359e-01 1.295073045841e+00 1.295073045841e+00
5.020000000010e-01 9.244741801292e-01 1.294109350176e+00 1.294109350176e+00
5.030000000010e-01 9.246670281894e-01 1.293146101620e+00 1.293146101620e+00
5.040000000010e-01 9.248566122987e-01 1.292183302822e+00 1.292183302822e+00
5.050000000010e-01 9.250429445987e-01 1.291220956411e+00 1.291220956411e+00
5.060000000010e-01 9.252260371909e-01 1.290259064997e+00 1.290259064997e+00
5.070000000010e-01 9.254059021363e-01 1.289297631172e+00 1.289297631172e+00
5.080000000010e-01 9.255825514561e-01 1.288336657511e+00 1.288336657511e+00
5.090000000010e-01 9.257559971314e-01 1.287376146569e+00 1.287376146569e+00
5.100000000010e-01 9.259262511037e-01 1.286416100883e+00 1.286416100883e+00
5.110000000010e-01 9.260933252747e-01 1.285456522973e+00 1.285456522973e+00
5.120000000010e-01 9.262572315067e-01 1.284497415342e+00 1.284497415342e+00
5.130000000010e-01 9.264179816225e-01 1.283538780472e+00 1.283538780472e+00
5.140000000010e-01 9.265755874058e-01 1.282580620831e+00 1.282580620831e+00
5.150000000010e-01 9.267300606010e-01 1.281622938866e+00 1.281622938866e+00
5.160000000010e-01 9.268814129137e-01 1.280665737009e+00 1.280665737009e+00
5.170000000010e-01 9.270296560106e-01 1.279709017673e+00 1.279709017673e+00
5.180000000010e-01 9.271748015196e-01 1.278752783255e+00 1.278752783255e+00
5.190000000010e-01 9.273168610300e-01 1.277797036133e+00 1.277797036133e+00
5.200000000010e-01 9.274558460928e-01 1.276841778669e+00 1.276841778669e+00
5.210000000010e-01 9.275917682206e-01 1.275887013208e+00 1.275887013208e+00
5.220000000010e-01 9.277246388877e-01 1.274932742078e+00 1.274932742078e+00
5.230000000010e-01 9.278544695305e-01 1.273978967589e+00 1.273978967589e+00
5.240000000010e-01 9.279812715473e-01 1.273025692035e+00 1.273025692035e+00
5.250000000010e-01 9.281050562987e-01 1.272072917694e+00 1.272072917694e+00
5.260000000010e-01 9.282258351076e-01 1.271120646825e+00 1.271120646825e+00
5.270000000010e-01 9.283436192592e-01 1.270168881674e+00 1.270168881674e+00
5.280000000010e-01 9.284584200016e-01 1.269217624467e+00 1.269217624467e+00
5.290000000010e-01 9.285702485452e-01 1.268266877415e+00 1.268266877415e+00
5.300000000010e-01 9.286791160636e-01 1.267316642714e+00 1.267316642714e+00
5.310000000010e-01 9.287850336930e-01 1.266366922542e+00 1.266366922542e+00
5.320000000010e-01 9.288880125328e-01 1.265417719062e+00 1.265417719062e+00
5.330000000010e-01 9.289880636459e-01 1.264469034419e+00 1.264469034419e+00
5.340000000010e-01 9.290851980580e-01 1.263520870744e+00 1.263520870744e+00
5.350000000010e-01 9.291794267586e-01 1.262573230152e+00 1.262573230152e+00
5.360000000010e-01 9.292707607007e-01 1.261626114741e+00 1.261626114741e+00
5.370000000010e-01 9.293592108010e-01 1.260679526595e+00 1.260679526595e+00
5.380000000010e-01 9.294447879399e-01 1.259733467781e+00 1.259733467781e+00
5.390000000010e-01 9.295275029619e-01 1.258787940350e+00 1.258787940350e+00
5.400000000010e-01 9.296073666754e-01 1.257842946339e+00 1.257842946339e+00
5.410000000010e-01 9.296843898532e-01 1.256898487769e+00 1.256898487769e+00
5.420000000010e-01 9.297585832321e-01 1.255954566645e+00 1.255954566645e+00
5.430000000010e-01 9.298299575137e-01 1.255011184958e+00 1.255011184958e+00
5.440000000010e-01 9.298985233638e-01 1.254068344683e+00 1.254068344683e+00
5.450000000010e-01 9.299642914131e-01 1.253126047780e+00 1.253126047780e+00
5.460000000010e-01 9.300272722569e-01 1.252184296195e+00 1.252184296195e+00
5.470000000010e-01 9.300874764556e-01 1.251243091856e+00 1.251243091856e+00
5.480000000010e-01 9.301449145343e-01 1.250302436681e+00 1.250302436681e+00
5.490000000010e-01 9.301995969837e-01 1.249362332569e+00 1.249362332569e+00
5.500000000010e-01 9.302515342593e-01 1.248422781406e+00 1.248422781406e+00
5.510000000010e-01 9.303007367824e-01 1.247483785063e+00 1.247483785063e+00
5.520000000010e-01 9.303472149393e-01 1.246545345398e+00 1.246545345398e+00
5.530000000010e-01 9.303909790824e-01 1.245607464253e+00 1.245607464253e+00
5.540000000010e-01 9.304320395294e-01 1.244670143454e+00 1.244670143454e+00
5.550000000010e-01 9.304704065642e-01 1.243733384817e+00 1.243733384817e+00
5.560000000010e-01 9.305060904365e-01 1.242797190141e+00 1.242797190141e+00
5.570000000010e-01 9.305391013619e-01 1.241861561210e+00 1.241861561210e+00
5.580000000010e-01 9.305694495225e-01 1.240926499796e+00 1.240926499796e+00
5.590000000010e-01 9.305971450664e-01 1.239992007655e+00 1.239992007655e+00
5.600000000010e-01 9.306221981083e-01 1.239058086532e+00 1.239058086532e+00
5.610000000010e-01 9.306446187295e-01 1.238124738155e+00 1.238124738155e+00
5.620000000010e-01 9.306644169776e-01 1.237191964240e+00 1.237191964240e+00
5.630000000010e-01 9.306816028673e-01 1.236259766488e+00 1.236259766488e+00
5.640000000010e-01 9.306961863800e-01 1.235328146588e+00 1.235328146588e+00
5.650000000010e-01 9.307081774640e-01 1.234397106215e+00 1.234397106215e+00
5.660000000010e-01 9.307175860349e-01 1.233466647028e+00 1.233466647028e+00
5.670000000010e-01 9.307244219754e-01 1.232536770677e+00 1.232536770677e+00
5.680000000010e-01 9.307286951353e-01 1.231607478795e+00 1.231607478795e+00
5.690000000010e-01 9.307304153322e-01 1.230678773004e+00 1.230678773004e+00
5.700000000010e-01 9.307295923509e-01 1.229750654910e+00 1.229750654910e+00
5.710000000010e-01 9.307262359440e-01 1.228823126109e+00 1.228823126109e+00
5.720000000010e-01 9.307203558318e-01 1.227896188182e+00 1.227896188182e+00
5.730000000010e-01 9.307119617025e-01 1.226969842697e+00 1.226969842697e+00
5.740000000010e-01 9.307010632121e-01 1.226044091211e+00 1.226044091211e+00
5.750000000010e-01 9.306876699849e-01 1.225118935265e+00 1.225118935265e+00
5.760000000010e-01 9.306717916132e-01 1.224194376391e+00 1.224194376391e+00
5.770000000010e-01 9.306534376578e-01 1.223270416103e+00 1.223270416103e+00
5.780000000010e-01 9.306326176475e-01 1.222347055908e+00 1.222347055908e+00
5.790000000010e-01 9.306093410800e-01 1.221424297298e+00 1.221424297298e+00
5.800000000010e-01 9.305836174215e-01 1.220502141750e+00 1.220502141750e+00
5.810000000010e-01 9.305554561067e-01 1.219580590732e+00 1.219580590732e+00
5.820000000010e-01 9.305248665393e-01 1.218659645700e+00 1.218659645700e+00
5.830000000010e-01 9.304918580920e-01 1.217739308093e+00 1.217739308093e+00
5.840000000010e-01 9.304564401063e-01 1.216819579343e+00 1.216819579343e+00
5.850000000010e-01 9.304186218930e-01 1.215900460867e+00 1.215900460867e+00
5.860000000010e-01 9.303784127320e-01 1.214981954071e+00 1.214981954071e+00
5.870000000010e-01 9.303358218727e-01 1.214064060347e+00 1.214064060347e+00
5.880000000010e-01 9.302908585338e-01 1.213146781077e+00 1.213146781077e+00
5.890000000010e-01 9.302435319036e-01 1.212230117630e+00 1.212230117630e+00
5.900000000010e-01 9.301938511401e-01 1.211314071365e+00 1.211314071365e+00
5.910000000010e-01 9.301418253708e-01 1.210398643626e+00 1.210398643626e+00
5.920000000010e-01 9.300874636934e-01 1.209483835747e+00 1.209483835747e+00
