# r  u  V_H  V_eff
5.305000000001e+00 7.617147892413e-03 1.885011162612e-01 1.885011162612e-01
5.306000000001e+00 7.607874064119e-03 1.884655910137e-01 1.884655910137e-01
5.307000000001e+00 7.598611334275e-03 1.884300791522e-01 1.884300791522e-01
5.308000000001e+00 7.589359689907e-03 1.883945806691e-01 1.883945806691e-01
5.309000000001e+00 7.580119118057e-03 1.883590955570e-01 1.883590955570e-01
5.310000000001e+00 7.570889605781e-03 1.883236238082e-01 1.883236238082e-01
5.311000000001e+00 7.561671140152e-03 1.882881654152e-01 1.882881654152e-01
5.312000000001e+00 7.552463708253e-03 1.882527203705e-01 1.882527203705e-01
5.313000000001e+00 7.543267297186e-03 1.882172886665e-01 1.882172886665e-01
5.314000000001e+00 7.534081894066e-03 1.881818702958e-01 1.881818702958e-01
5.315000000001e+00 7.524907486021e-03 1.881464652507e-01 1.881464652507e-01
5.316000000001e+00 7.515744060196e-03 1.881110735238e-01 1.881110735238e-01
5.317000000001e+00 7.506591603749e-03 1.880756951076e-01 1.880756951076e-01
5.318000000001e+00 7.497450103853e-03 1.880403299946e-01 1.880403299946e-01
5.319000000001e+00 7.488319547696e-03 1.880049781772e-01 1.880049781772e-01
5.320000000001e+00 7.479199922479e-03 1.879696396480e-01 1.879696396480e-01
5.321000000001e+00 7.470091215420e-03 1.879343143995e-01 1.879343143995e-01
5.322000000001e+00 7.460993413748e-03 1.878990024242e-01 1.878990024242e-01
5.323000000001e+00 7.451906504709e-03 1.878637037146e-01 1.878637037146e-01
5.324000000001e+00 7.442830475564e-03 1.878284182633e-01 1.878284182633e-01
5.325000000001e+00 7.433765313585e-03 1.877931460627e-01 1.877931460627e-01
5.326000000001e+00 7.424711006062e-03 1.877578871056e-01 1.877578871056e-01
5.327000000001e+00 7.415667540297e-03 1.877226413843e-01 1.877226413843e-01
5.328000000001e+00 7.406634903608e-03 1.876874088914e-01 1.876874088914e-01
5.329000000001e+00 7.397613083327e-03 1.876521896195e-01 1.876521896195e-01
5.330000000001e+00 7.388602066798e-03 1.876169835612e-01 1.876169835612e-01
5.331000000001e+00 7.379601841383e-03 1.875817907091e-01 1.875817907091e-01
5.332000000001e+00 7.370612394456e-03 1.875466110556e-01 1.875466110556e-01
5.333000000001e+00 7.361633713406e-03 1.875114445934e-01 1.875114445934e-01
5.334000000001e+00 7.352665785636e-03 1.874762913151e-01 1.874762913151e-01
5.335000000001e+00 7.343708598563e-03 1.874411512133e-01 1.874411512133e-01
5.336000000001e+00 7.334762139619e-03 1.874060242805e-01 1.874060242805e-01
5.337000000001e+00 7.325826396250e-03 1.873709105093e-01 1.873709105093e-01
5.338000000001e+00 7.316901355915e-03 1.873358098925e-01 1.873358098925e-01
5.339000000001e+00 7.307987006090e-03 1.873007224225e-01 1.873007224225e-01
5.340000000001e+00 7.299083334261e-03 1.872656480920e-01 1.872656480920e-01
5.341000000001e+00 7.290190327932e-03 1.872305868936e-01 1.872305868936e-01
5.342000000001e+00 7.281307974619e-03 1.871955388200e-01 1.871955388200e-01
5.343000000001e+00 7.272436261854e-03 1.871605038638e-01 1.871605038638e-01
5.344000000001e+00 7.263575177181e-03 1.871254820177e-01 1.871254820177e-01
5.345000000001e+00 7.254724708159e-03 1.870904732742e-01 1.870904732742e-01
5.346000000001e+00 7.245884842361e-03 1.870554776260e-01 1.870554776260e-01
5.347000000001e+00 7.237055567374e-03 1.870204950658e-01 1.870204950658e-01
5.348000000001e+00 7.228236870800e-03 1.869855255863e-01 1.869855255863e-01
5.349000000001e+00 7.219428740254e-03 1.869505691801e-01 1.869505691801e-01
5.350000000001e+00 7.210631163366e-03 1.869156258399e-01 1.869156258399e-01
5.351000000001e+00 7.201844127777e-03 1.868806955583e-01 1.868806955583e-01
5.352000000001e+00 7.193067621146e-03 1.868457783282e-01 1.868457783282e-01
5.353000000001e+00 7.184301631145e-03 1.868108741420e-01 1.868108741420e-01
5.354000000001e+00 7.175546145457e-03 1.867759829927e-01 1.867759829927e-01
5.355000000001e+00 7.166801151783e-03 1.867411048727e-01 1.867411048727e-01
5.356000000001e+00 7.158066637835e-03 1.867062397749e-01 1.867062397749e-01
5.357000000001e+00 7.149342591341e-03 1.866713876920e-01 1.866713876920e-01
5.358000000001e+00 7.140629000041e-03 1.866365486167e-01 1.866365486167e-01
5.359000000001e+00 7.131925851691e-03 1.866017225416e-01 1.866017225416e-01
5.360000000001e+00 7.123233134058e-03 1.865669094596e-01 1.865669094596e-01
5.361000000001e+00 7.114550834926e-03 1.865321093634e-01 1.865321093634e-01
5.362000000001e+00 7.105878942091e-03 1.864973222457e-01 1.864973222457e-01
5.363000000001e+00 7.097217443363e-03 1.864625480992e-01 1.864625480992e-01
5.364000000001e+00 7.088566326566e-03 1.864277869167e-01 1.864277869167e-01
5.365000000001e+00 7.079925579538e-03 1.863930386910e-01 1.863930386910e-01
5.366000000001e+00 7.071295190131e-03 1.863583034148e-01 1.863583034148e-01
5.367000000001e+00 7.062675146209e-03 1.863235810809e-01 1.863235810809e-01
5.368000000001e+00 7.054065435653e-03 1.862888716820e-01 1.862888716820e-01
5.369000000001e+00 7.045466046354e-03 1.862541752110e-01 1.862541752110e-01
5.370000000001e+00 7.036876966221e-03 1.862194916605e-01 1.862194916605e-01
5.371000000001e+00 7.028298183172e-03 1.861848210235e-01 1.861848210235e-01
5.372000000001e+00 7.019729685142e-03 1.861501632927e-01 1.861501632927e-01
5.373000000001e+00 7.011171460079e-03 1.861155184609e-01 1.861155184609e-01
5.374000000001e+00 7.002623495943e-03 1.860808865208e-01 1.860808865208e-01
5.375000000001e+00 6.994085780711e-03 1.860462674654e-01 1.860462674654e-01
5.376000000001e+00 6.985558302370e-03 1.860116612874e-01 1.860116612874e-01
5.377000000001e+00 6.977041048923e-03 1.859770679796e-01 1.859770679796e-01
5.378000000001e+00 6.968534008386e-03 1.859424875349e-01 1.859424875349e-01
5.379000000001e+00 6.960037168788e-03 1.859079199461e-01 1.859079199461e-01
5.380000000001e+00 6.951550518172e-03 1.858733652060e-01 1.858733652060e-01
5.381000000001e+00 6.943074044595e-03 1.858388233075e-01 1.858388233075e-01
5.382000000001e+00 6.934607736128e-03 1.858042942434e-01 1.858042942434e-01
5.383000000001e+00 6.926151580852e-03 1.857697780066e-01 1.857697780066e-01
5.384000000001e+00 6.917705566867e-03 1.857352745899e-01 1.857352745899e-01
5.385000000001e+00 6.909269682283e-03 1.857007839862e-01 1.857007839862e-01
5.386000000001e+00 6.900843915223e-03 1.856663061884e-01 1.856663061884e-01
5.387000000001e+00 6.892428253826e-03 1.856318411893e-01 1.856318411893e-01
5.388000000001e+00 6.884022686242e-03 1.855973889818e-01 1.855973889818e-01
5.389000000001e+00 6.875627200637e-03 1.855629495587e-01 1.855629495587e-01
5.390000000001e+00 6.867241785187e-03 1.855285229131e-01 1.855285229131e-01
5.391000000001e+00 6.858866428086e-03 1.854941090377e-01 1.854941090377e-01
5.392000000001e+00 6.850501117537e-03 1.854597079255e-01 1.854597079255e-01
5.393000000001e+00 6.842145841759e-03 1.854253195694e-01 1.854253195694e-01
5.394000000001e+00 6.833800588983e-03 1.853909439623e-01 1.853909439623e-01
5.395000000001e+00 6.825465347454e-03 1.853565810971e-01 1.853565810971e-01
5.396000000001e+00 6.817140105431e-03 1.853222309666e-01 1.853222309666e-01
5.397000000001e+00 6.808824851185e-03 1.852878935640e-01 1.852878935640e-01
5.398000000001e+00 6.800519573001e-03 1.852535688820e-01 1.852535688820e-01
5.399000000001e+00 6.792224259178e-03 1.852192569136e-01 1.852192569136e-01
5.400000000001e+00 6.783938898027e-03 1.851849576518e-01 1.851849576518e-01
5.401000000001e+00 6.775663477872e-03 1.851506710895e-01 1.851506710895e-01
5.402000000001e+00 6.767397987053e-03 1.851163972196e-01 1.851163972196e-01
5.403000000001e+00 6.759142413919e-03 1.850821360352e-01 1.850821360352e-01
5.404000000001e+00 6.750896746837e-03 1.850478875291e-01 1.850478875291e-01
5.405000000001e+00 6.742660974182e-03 1.850136516943e-01 1.850136516943e-01
5.406000000001e+00 6.734435084348e-03 1.849794285239e-01 1.849794285239e-01
5.407000000001e+00 6.726219065736e-03 1.849452180107e-01 1.849452180107e-01
5.408000000001e+00 6.718012906766e-03 1.849110201478e-01 1.849110201478e-01
5.409000000001e+00 6.709816595867e-03 1.848768349282e-01 1.848768349282e-01
5.410000000001e+00 6.701630121484e-03 1.848426623448e-01 1.848426623448e-01
5.411000000001e+00 6.693453472072e-03 1.848085023907e-01 1.848085023907e-01
5.412000000001e+00 6.685286636102e-03 1.847743550588e-01 1.847743550588e-01
5.413000000001e+00 6.677129602056e-03 1.847402203422e-01 1.847402203422e-01
5.414000000001e+00 6.668982358431e-03 1.847060982339e-01 1.847060982339e-01
5.415000000001e+00 6.660844893736e-03 1.846719887268e-01 1.846719887268e-01
5.416000000001e+00 6.652717196494e-03 1.846378918141e-01 1.846378918141e-01
5.417000000001e+00 6.644599255238e-03 1.846038074887e-01 1.846038074887e-01
5.418000000001e+00 6.636491058519e-03 1.845697357437e-01 1.845697357437e-01
5.419000000001e+00 6.628392594896e-03 1.845356765721e-01 1.845356765721e-01
5.420000000001e+00 6.620303852944e-03 1.845016299670e-01 1.845016299670e-01
5.421000000001e+00 6.612224821251e-03 1.844675959214e-01 1.844675959214e-01
5.422000000001e+00 6.604155488417e-03 1.844335744284e-01 1.844335744284e-01
5.423000000001e+00 6.596095843054e-03 1.843995654810e-01 1.843995654810e-01
5.424000000001e+00 6.588045873790e-03 1.843655690722e-01 1.843655690722e-01
5.425000000001e+00 6.580005569263e-03 1.843315851953e-01 1.843315851953e-01
5.426000000001e+00 6.571974918126e-03 1.842976138432e-01 1.842976138432e-01
5.427000000001e+00 6.563953909042e-03 1.842636550090e-01 1.842636550090e-01
5.428000000001e+00 6.555942530691e-03 1.842297086858e-01 1.842297086858e-01
5.429000000001e+00 6.547940771763e-03 1.841957748667e-01 1.841957748667e-01
5.430000000001e+00 6.539948620961e-03 1.841618535448e-01 1.841618535448e-01
5.431000000001e+00 6.531966067001e-03 1.841279447132e-01 1.841279447132e-01
5.432000000001e+00 6.523993098614e-03 1.840940483649e-01 1.840940483649e-01
5.433000000001e+00 6.516029704541e-03 1.840601644932e-01 1.840601644932e-01
5.434000000001e+00 6.508075873536e-03 1.840262930911e-01 1.840262930911e-01
5.435000000001e+00 6.500131594369e-03 1.839924341518e-01 1.839924341518e-01
5.436000000001e+00 6.492196855818e-03 1.839585876683e-01 1.839585876683e-01
5.437000000001e+00 6.484271646678e-03 1.839247536338e-01 1.839247536338e-01
5.438000000001e+00 6.476355955754e-03 1.838909320415e-01 1.838909320415e-01
5.439000000001e+00 6.468449771864e-03 1.838571228844e-01 1.838571228844e-01
5.440000000001e+00 6.460553083842e-03 1.838233261558e-01 1.838233261558e-01
5.441000000001e+00 6.452665880530e-03 1.837895418487e-01 1.837895418487e-01
5.442000000001e+00 6.444788150785e-03 1.837557699564e-01 1.837557699564e-01
5.443000000001e+00 6.436919883477e-03 1.837220104719e-01 1.837220104719e-01
5.444000000001e+00 6.429061067489e-03 1.836882633885e-01 1.836882633885e-01
5.445000000001e+00 6.421211691714e-03 1.836545286994e-01 1.836545286994e-01
5.446000000001e+00 6.413371745061e-03 1.836208063976e-01 1.836208063976e-01
5.447000000001e+00 6.405541216449e-03 1.835870964764e-01 1.835870964764e-01
5.448000000001e+00 6.397720094812e-03 1.835533989290e-01 1.835533989290e-01
5.449000000001e+00 6.389908369094e-03 1.835197137486e-01 1.835197137486e-01
5.450000000001e+00 6.382106028254e-03 1.834860409283e-01 1.834860409283e-01
5.451000000001e+00 6.374313061262e-03 1.834523804614e-01 1.834523804614e-01
5.452000000001e+00 6.366529457101e-03 1.834187323410e-01 1.834187323410e-01
5.453000000001e+00 6.358755204767e-03 1.833850965605e-01 1.833850965605e-01
5.454000000001e+00 6.350990293268e-03 1.833514731129e-01 1.833514731129e-01
5.455000000001e+00 6.343234711625e-03 1.833178619915e-01 1.833178619915e-01
5.456000000001e+00 6.335488448870e-03 1.832842631896e-01 1.832842631896e-01
5.457000000001e+00 6.327751494049e-03 1.832506767003e-01 1.832506767003e-01
5.458000000001e+00 6.320023836221e-03 1.832171025170e-01 1.832171025170e-01
5.459000000001e+00 6.312305464457e-03 1.831835406328e-01 1.831835406328e-01
5.460000000001e+00 6.304596367838e-03 1.831499910410e-01 1.831499910410e-01
5.461000000001e+00 6.296896535461e-03 1.831164537348e-01 1.831164537348e-01
5.462000000001e+00 6.289205956434e-03 1.830829287076e-01 1.830829287076e-01
5.463000000001e+00 6.281524619876e-03 1.830494159525e-01 1.830494159525e-01
5.464000000001e+00 6.273852514921e-03 1.830159154628e-01 1.830159154628e-01
5.465000000001e+00 6.266189630714e-03 1.829824272318e-01 1.829824272318e-01
5.466000000001e+00 6.258535956412e-03 1.829489512528e-01 1.829489512528e-01
5.467000000001e+00 6.250891481185e-03 1.829154875191e-01 1.829154875191e-01
5.468000000001e+00 6.243256194215e-03 1.828820360238e-01 1.828820360238e-01
5.469000000001e+00 6.235630084698e-03 1.828485967605e-01 1.828485967605e-01
5.470000000001e+00 6.228013141838e-03 1.828151697222e-01 1.828151697222e-01
5.471000000001e+00 6.220405354857e-03 1.827817549023e-01 1.827817549023e-01
5.472000000001e+00 6.212806712984e-03 1.827483522942e-01 1.827483522942e-01
5.473000000001e+00 6.205217205464e-03 1.827149618911e-01 1.827149618911e-01
5.474000000001e+00 6.197636821553e-03 1.826815836864e-01 1.826815836864e-01
5.475000000001e+00 6.190065550519e-03 1.826482176733e-01 1.826482176733e-01
5.476000000001e+00 6.182503381643e-03 1.826148638453e-01 1.826148638453e-01
5.477000000001e+00 6.174950304216e-03 1.825815221955e-01 1.825815221955e-01
5.478000000001e+00 6.167406307545e-03 1.825481927174e-01 1.825481927174e-01
5.479000000001e+00 6.159871380945e-03 1.825148754043e-01 1.825148754043e-01
5.480000000001e+00 6.152345513747e-03 1.824815702496e-01 1.824815702496e-01
5.481000000001e+00 6.144828695292e-03 1.824482772465e-01 1.824482772465e-01
5.482000000001e+00 6.137320914933e-03 1.824149963885e-01 1.824149963885e-01
5.483000000001e+00 6.129822162036e-03 1.823817276689e-01 1.823817276689e-01
5.484000000001e+00 6.122332425979e-03 1.823484710810e-01 1.823484710810e-01
5.485000000001e+00 6.114851696152e-03 1.823152266183e-01 1.823152266183e-01
5.486000000001e+00 6.107379961957e-03 1.822819942741e-01 1.822819942741e-01
5.487000000001e+00 6.099917212808e-03 1.822487740417e-01 1.822487740417e-01
5.488000000001e+00 6.092463438132e-03 1.822155659146e-01 1.822155659146e-01
5.489000000001e+00 6.085018627366e-03 1.821823698862e-01 1.821823698862e-01
5.490000000001e+00 6.077582769962e-03 1.821491859498e-01 1.821491859498e-01
5.491000000001e+00 6.070155855381e-03 1.821160140988e-01 1.821160140988e-01
5.492000000001e+00 6.062737873098e-03 1.820828543267e-01 1.820828543267e-01
5.493000000001e+00 6.055328812600e-03 1.820497066269e-01 1.820497066269e-01
5.494000000001e+00 6.047928663385e-03 1.820165709927e-01 1.820165709927e-01
5.495000000001e+00 6.040537414963e-03 1.819834474175e-01 1.819834474175e-01
5.496000000001e+00 6.033155056856e-03 1.819503358949e-01 1.819503358949e-01
5.497000000001e+00 6.025781578600e-03 1.819172364182e-01 1.819172364182e-01
5.498000000001e+00 6.018416969740e-03 1.818841489808e-01 1.818841489808e-01
5.499000000001e+00 6.011061219835e-03 1.818510735762e-01 1.818510735762e-01
5.500000000001e+00 6.003714318455e-03 1.818180101978e-01 1.818180101978e-01
5.501000000001e+00 5.996376255182e-03 1.817849588392e-01 1.817849588392e-01
5.502000000001e+00 5.989047019610e-03 1.817519194936e-01 1.817519194936e-01
5.503000000001e+00 5.981726601344e-03 1.817188921546e-01 1.817188921546e-01
5.504000000001e+00 5.974414990003e-03 1.816858768156e-01 1.816858768156e-01
5.505000000001e+00 5.967112175216e-03 1.816528734701e-01 1.816528734701e-01
5.506000000001e+00 5.959818146625e-03 1.816198821116e-01 1.816198821116e-01
5.507000000001e+00 5.952532893883e-03 1.815869027336e-01 1.815869027336e-01
5.508000000001e+00 5.945256406654e-03 1.815539353294e-01 1.815539353294e-01
5.509000000001e+00 5.937988674616e-03 1.815209798927e-01 1.815209798927e-01
5.510000000001e+00 5.930729687458e-03 1.814880364168e-01 1.814880364168e-01
5.511000000001e+00 5.923479434879e-03 1.814551048953e-01 1.814551048953e-01
5.512000000001e+00 5.916237906593e-03 1.814221853217e-01 1.814221853217e-01
5.513000000001e+00 5.909005092322e-03 1.813892776894e-01 1.813892776894e-01
5.514000000001e+00 5.901780981804e-03 1.813563819920e-01 1.813563819920e-01
5.515000000001e+00 5.894565564784e-03 1.813234982231e-01 1.813234982231e-01
5.516000000001e+00 5.887358831024e-03 1.812906263760e-01 1.812906263760e-01
5.517000000001e+00 5.880160770292e-03 1.812577664443e-01 1.812577664443e-01
5.518000000001e+00 5.872971372372e-03 1.812249184217e-01 1.812249184217e-01
5.519000000001e+00 5.865790627058e-03 1.811920823014e-01 1.811920823014e-01
5.520000000001e+00 5.858618524157e-03 1.811592580772e-01 1.811592580772e-01
5.521000000001e+00 5.851455053484e-03 1.811264457426e-01 1.811264457426e-01
5.522000000001e+00 5.844300204870e-03 1.810936452911e-01 1.810936452911e-01
5.523000000001e+00 5.837153968156e-03 1.810608567162e-01 1.810608567162e-01
5.524000000001e+00 5.830016333194e-03 1.810280800115e-01 1.810280800115e-01
5.525000000001e+00 5.822887289847e-03 1.809953151705e-01 1.809953151705e-01
5.526000000001e+00 5.815766827992e-03 1.809625621869e-01 1.809625621869e-01
5.527000000001e+00 5.808654937516e-03 1.809298210542e-01 1.809298210542e-01
5.528000000001e+00 5.801551608317e-03 1.808970917659e-01 1.808970917659e-01
5.529000000001e+00 5.794456830306e-03 1.808643743156e-01 1.808643743156e-01
5.530000000001e+00 5.787370593404e-03 1.808316686970e-01 1.808316686970e-01
5.531000000001e+00 5.780292887546e-03 1.807989749036e-01 1.807989749036e-01
5.532000000001e+00 5.773223702675e-03 1.807662929289e-01 1.807662929289e-01
5.533000000001e+00 5.766163028748e-03 1.807336227667e-01 1.807336227667e-01
5.534000000001e+00 5.759110855733e-03 1.807009644104e-01 1.807009644104e-01
5.535000000001e+00 5.752067173610e-03 1.806683178537e-01 1.806683178537e-01
5.536000000001e+00 5.745031972369e-03 1.806356830902e-01 1.806356830902e-01
5.537000000001e+00 5.738005242012e-03 1.806030601136e-01 1.806030601136e-01
5.538000000001e+00 5.730986972553e-03 1.805704489173e-01 1.805704489173e-01
5.539000000001e+00 5.723977154018e-03 1.805378494951e-01 1.805378494951e-01
5.540000000001e+00 5.716975776442e-03 1.805052618406e-01 1.805052618406e-01
5.541000000001e+00 5.709982829874e-03 1.804726859474e-01 1.804726859474e-01
5.542000000001e+00 5.702998304372e-03 1.804401218091e-01 1.804401218091e-01
5.543000000001e+00 5.696022190009e-03 1.804075694194e-01 1.804075694194e-01
5.544000000001e+00 5.689054476864e-03 1.803750287720e-01 1.803750287720e-01
5.545000000001e+00 5.682095155033e-03 1.803424998604e-01 1.803424998604e-01
5.546000000001e+00 5.675144214620e-03 1.803099826783e-01 1.803099826783e-01
5.547000000001e+00 5.668201645740e-03 1.802774772195e-01 1.802774772195e-01
5.548000000001e+00 5.661267438522e-03 1.802449834775e-01 1.802449834775e-01
5.549000000001e+00 5.654341583103e-03 1.802125014460e-01 1.802125014460e-01
5.550000000001e+00 5.647424069634e-03 1.801800311188e-01 1.801800311188e-01
5.551000000001e+00 5.640514888276e-03 1.801475724894e-01 1.801475724894e-01
5.552000000001e+00 5.633614029202e-03 1.801151255516e-01 1.801151255516e-01
5.553000000001e+00 5.626721482595e-03 1.800826902990e-01 1.800826902990e-01
5.554000000001e+00 5.619837238650e-03 1.800502667253e-01 1.800502667253e-01
5.555000000001e+00 5.612961287573e-03 1.800178548243e-01 1.800178548243e-01
5.556000000001e+00 5.606093619583e-03 1.799854545896e-01 1.799854545896e-01
5.557000000001e+00 5.599234224906e-03 1.799530660149e-01 1.799530660149e-01
5.558000000001e+00 5.592383093784e-03 1.799206890940e-01 1.799206890940e-01
5.559000000001e+00 5.585540216468e-03 1.798883238206e-01 1.798883238206e-01
5.560000000001e+00 5.578705583218e-03 1.798559701883e-01 1.798559701883e-01
5.561000000001e+00 5.571879184310e-03 1.798236281909e-01 1.798236281909e-01
5.562000000001e+00 5.565061010026e-03 1.797912978221e-01 1.797912978221e-01
5.563000000001e+00 5.558251050664e-03 1.797589790757e-01 1.797589790757e-01
5.564000000001e+00 5.551449296528e-03 1.797266719454e-01 1.797266719454e-01
5.565000000001e+00 5.544655737938e-03 1.796943764250e-01 1.796943764250e-01
5.566000000001e+00 5.537870365222e-03 1.796620925081e-01 1.796620925081e-01
5.567000000001e+00 5.531093168721e-03 1.796298201885e-01 1.796298201885e-01
5.568000000001e+00 5.524324138784e-03 1.795975594600e-01 1.795975594600e-01
5.569000000001e+00 5.517563265774e-03 1.795653103164e-01 1.795653103164e-01
5.570000000001e+00 5.510810540065e-03 1.795330727513e-01 1.795330727513e-01
5.571000000001e+00 5.504065952040e-03 1.795008467586e-01 1.795008467586e-01
5.572000000001e+00 5.497329492095e-03 1.794686323321e-01 1.794686323321e-01
5.573000000001e+00 5.490601150636e-03 1.794364294655e-01 1.794364294655e-01
5.574000000001e+00 5.483880918080e-03 1.794042381526e-01 1.794042381526e-01
5.575000000001e+00 5.477168784855e-03 1.793720583871e-01 1.793720583871e-01
5.576000000001e+00 5.470464741400e-03 1.793398901630e-01 1.793398901630e-01
5.577000000001e+00 5.463768778166e-03 1.793077334739e-01 1.793077334739e-01
5.578000000001e+00 5.457080885613e-03 1.792755883137e-01 1.792755883137e-01
5.579000000001e+00 5.450401054214e-03 1.792434546762e-01 1.792434546762e-01
5.580000000001e+00 5.443729274451e-03 1.792113325551e-01 1.792113325551e-01
5.581000000001e+00 5.437065536819e-03 1.791792219443e-01 1.791792219443e-01
5.582000000001e+00 5.430409831821e-03 1.791471228377e-01 1.791471228377e-01
5.583000000001e+00 5.423762149974e-03 1.791150352289e-01 1.791150352289e-01
5.584000000001e+00 5.417122481803e-03 1.790829591119e-01 1.790829591119e-01
5.585000000001e+00 5.410490817847e-03 1.790508944805e-01 1.790508944805e-01
5.586000000001e+00 5.403867148654e-03 1.790188413285e-01 1.790188413285e-01
5.587000000001e+00 5.397251464782e-03 1.789867996498e-01 1.789867996498e-01
5.588000000001e+00 5.390643756801e-03 1.789547694382e-01 1.789547694382e-01
5.589000000001e+00 5.384044015292e-03 1.789227506875e-01 1.789227506875e-01
5.590000000001e+00 5.377452230847e-03 1.788907433916e-01 1.788907433916e-01
5.591000000001e+00 5.370868394068e-03 1.788587475443e-01 1.788587475443e-01
5.592000000001e+00 5.364292495567e-03 1.788267631396e-01 1.788267631396e-01
5.593000000001e+00 5.357724525969e-03 1.787947901713e-01 1.787947901713e-01
5.594000000001e+00 5.351164475909e-03 1.787628286332e-01 1.787628286332e-01
5.595000000001e+00 5.344612336030e-03 1.787308785192e-01 1.787308785192e-01
5.596000000001e+00 5.338068096991e-03 1.786989398232e-01 1.786989398232e-01
5.597000000001e+00 5.331531749456e-03 1.786670125391e-01 1.786670125391e-01
5.598000000001e+00 5.325003284105e-03 1.786350966608e-01 1.786350966608e-01
5.599000000001e+00 5.318482691624e-03 1.786031921821e-01 1.786031921821e-01
5.600000000001e+00 5.311969962713e-03 1.785712990970e-01 1.785712990970e-01
5.601000000001e+00 5.305465088082e-03 1.785394173993e-01 1.785394173993e-01
5.602000000001e+00 5.298968058450e-03 1.785075470830e-01 1.785075470830e-01
5.603000000001e+00 5.292478864548e-03 1.784756881420e-01 1.784756881420e-01
5.604000000001e+00 5.285997497118e-03 1.784438405701e-01 1.784438405701e-01
5.605000000001e+00 5.279523946913e-03 1.784120043614e-01 1.784120043614e-01
5.606000000001e+00 5.273058204694e-03 1.783801795096e-01 1.783801795096e-01
5.607000000001e+00 5.266600261235e-03 1.783483660088e-01 1.783483660088e-01
5.608000000001e+00 5.260150107320e-03 1.783165638529e-01 1.783165638529e-01
5.609000000001e+00 5.253707733743e-03 1.782847730358e-01 1.782847730358e-01
5.610000000001e+00 5.247273131310e-03 1.782529935514e-01 1.782529935514e-01
5.611000000001e+00 5.240846290836e-03 1.782212253938e-01 1.782212253938e-01
5.612000000001e+00 5.234427203148e-03 1.781894685567e-01 1.781894685567e-01
5.613000000001e+00 5.228015859081e-03 1.781577230343e-01 1.781577230343e-01
5.614000000001e+00 5.221612249484e-03 1.781259888204e-01 1.781259888204e-01
5.615000000001e+00 5.215216365213e-03 1.780942659090e-01 1.780942659090e-01
5.616000000001e+00 5.208828197138e-03 1.780625542940e-01 1.780625542940e-01
5.617000000001e+00 5.202447736137e-03 1.780308539695e-01 1.780308539695e-01
5.618000000001e+00 5.196074973100e-03 1.779991649295e-01 1.779991649295e-01
5.619000000001e+00 5.189709898925e-03 1.779674871678e-01 1.779674871678e-01
5.620000000001e+00 5.183352504522e-03 1.779358206785e-01 1.779358206785e-01
5.621000000001e+00 5.177002780814e-03 1.779041654555e-01 1.779041654555e-01
5.622000000001e+00 5.170660718730e-03 1.778725214929e-01 1.778725214929e-01
5.623000000001e+00 5.164326309212e-03 1.778408887846e-01 1.778408887846e-01
5.624000000001e+00 5.157999543212e-03 1.778092673247e-01 1.778092673247e-01
5.625000000001e+00 5.151680411691e-03 1.777776571071e-01 1.777776571071e-01
5.626000000001e+00 5.145368905623e-03 1.777460581259e-01 1.777460581259e-01
5.627000000001e+00 5.139065015991e-03 1.777144703751e-01 1.777144703751e-01
5.628000000001e+00 5.132768733788e-03 1.776828938486e-01 1.776828938486e-01
5.629000000001e+00 5.126480050017e-03 1.776513285405e-01 1.776513285405e-01
5.630000000001e+00 5.120198955693e-03 1.776197744448e-01 1.776197744448e-01
5.631000000001e+00 5.113925441839e-03 1.775882315556e-01 1.775882315556e-01
5.632000000001e+00 5.107659499491e-03 1.775566998669e-01 1.775566998669e-01
5.633000000001e+00 5.101401119694e-03 1.775251793727e-01 1.775251793727e-01
5.634000000001e+00 5.095150293503e-03 1.774936700671e-01 1.774936700671e-01
5.635000000001e+00 5.088907011983e-03 1.774621719441e-01 1.774621719441e-01
5.636000000001e+00 5.082671266210e-03 1.774306849977e-01 1.774306849977e-01
5.637000000001e+00 5.076443047270e-03 1.773992092220e-01 1.773992092220e-01
5.638000000001e+00 5.070222346261e-03 1.773677446112e-01 1.773677446112e-01
5.639000000001e+00 5.064009154287e-03 1.773362911591e-01 1.773362911591e-01
5.640000000001e+00 5.057803462466e-03 1.773048488600e-01 1.773048488600e-01
5.641000000001e+00 5.051605261925e-03 1.772734177078e-01 1.772734177078e-01
5.642000000001e+00 5.045414543801e-03 1.772419976966e-01 1.772419976966e-01
5.643000000001e+00 5.039231299242e-03 1.772105888206e-01 1.772105888206e-01
5.644000000001e+00 5.033055519404e-03 1.771791910738e-01 1.771791910738e-01
5.645000000001e+00 5.026887195457e-03 1.771478044503e-01 1.771478044503e-01
5.646000000001e+00 5.020726318577e-03 1.771164289442e-01 1.771164289442e-01
5.647000000001e+00 5.014572879954e-03 1.770850645496e-01 1.770850645496e-01
5.648000000001e+00 5.008426870784e-03 1.770537112605e-01 1.770537112605e-01
5.649000000001e+00 5.002288282276e-03 1.770223690712e-01 1.770223690712e-01
5.650000000001e+00 4.996157105649e-03 1.769910379756e-01 1.769910379756e-01
5.651000000001e+00 4.990033332132e-03 1.769597179680e-01 1.769597179680e-01
5.652000000001e+00 4.983916952962e-03 1.769284090423e-01 1.769284090423e-01
5.653000000001e+00 4.977807959388e-03 1.768971111929e-01 1.768971111929e-01
